area_council,ward,community,sector,role_in_community,other_role_in_community,sex,age_in_completed_years,marital_status,occupation,other_occupation,physical_challenge,deaf,dumb,cripple,blind,amputee,has_other_physical_challenge,other_physical_challenge,community_existence,duration_in_community,community_duration_months,condition_of_roads,movement_easy_convenient,movement_difficult_inconvenient,transport_fare_high,too_many_accidents,public_power_supply,other_sources_of_electricity,hours_of_public_power,effect_of_power_condition,public_water_supply,private_boreholes,water_vendors,stream,hand_dug_wells,harvested_rain,most_impacted_by_water_supply,other_impacted_water_supply,healthcare_facility,teaching_hospital,specialist_hospital,private_hospital,maternity_health_center_or_dispensary,herbal_homes_traditional_birth_attendance,public_primary_healthcare_facility,functional_public_healthcare_facility,healthcare_residents_go_out_of_community,healthcare_increased_complications,healthcare_other_effect,healthcare_other_effect_non_functional,educational_institution,public_nursery_school,private_nursery_school,public_primary_school,private_primary_school,public_secondary_school,private_secondary_school,colleges_of_education_or_teacher_training,universities_polytechnics_research_institutions,other_types_educational_instutitions,other_educational_institutions,education_children_travel_long_distance,education_additional_costs,education_increased_danger_exposure,waste_mangement_system,who_manages_waste,waste_high_incidence_injury,waste_offensive_odour,waste_prevalence_of_diseases,waste_other_effects,other_waste_management_absence,services_supermarkets_departmental_stores,services_daily_markets,services_scheduled_markets,services_mobile_telephone_services,services_business_centres,services/Type_of_Services/hair_styling_t,services_fast_food_joints,services_other,services_other_services,services_market_available,market_facilities_access_roads,market_facilities_electricity,market_facilities_toilets,market_facilities_motor_parks,market_facilities_waste_refuse_dump,market_facilities_other,other_market_facilities,market_absence_effect_travel_long_distance,market_absence_effect_low_patronage,market_absence_effect_more_spent_to_markets,market_absence_effect_high_patronage,mtn_present,mtn_signal_strength,glo_present,glo_signal_strength,etisalat_present,etisalat_signal_strength,airtel_present,airtel_signal_strength,visafone_present,visafone_signal_strength,has_other_network,other_network_name,other_network_signal_strength,involved_in_budget_process,community_access_to_budget_document,respondent_awareness_of_project_in_budget,name_of_project_in_budget,project_in_budget_monitor_implementation,project_in_budget_ask_questions,project_in_budget_do_nothing,project_in_budget_get_media_attention,area_council_budget_community_writes_needs,area_council_budget_coummunity_consultation,area_council_budget_other,area_council_budget_other_ways,project_implemented_due_to_request,name_project_implemented_due_to_request,community_briefing_on_development,months_since_last_community_briefing,cda_present,cda_initiates_meetings_with_area_council,cda_writes_to_area_councils,cda_never_contacted_area_council,area_councils_initiate_meetings_with_cda,cda_work_with_area_council_other,other_cda_work_with_area_council,cda_gender_composition,priority_need_to_community,other_priority_need_to_community,gps_location_of_community,community_latitude,community_longitude,community_altitude,gps_precision,today,submission_time,submission_date
amac,kabusa,pyakasa,rural,youth_leader,n/a,male,30,single,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,26_to_30,n/a,non_graded,False,True,True,False,yes,n/a,1_to_6,commercial_activities,no,True,True,False,True,False,lot_money_buying_water,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,yes,private_sector,n/a,n/a,n/a,n/a,n/a,False,True,False,True,True,True,True,False,n/a,yes,True,True,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,weak,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,yes,yes,no,n/a,True,False,False,False,True,False,False,n/a,no,n/a,no,n/a,yes,True,True,False,False,False,n/a,more_men,access_road,n/a,8.96344729 7.4031612 433.5 5.0,8.96344729,7.4031612,433.5,5,2016-08-02,2016-08-02T19:41:11,2016-08-02
amac,kabusa,pyakasa,rural,ordinary_member,n/a,female,25,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,non_graded,False,True,True,False,yes,n/a,13_to_18,household_management,no,True,True,False,False,False,lot_money_buying_water,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,True,False,True,True,True,True,False,n/a,yes,True,True,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,weak,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,no,n/a,True,False,False,False,True,False,False,n/a,no,n/a,no,n/a,yes,True,True,False,False,False,n/a,more_men,water,n/a,8.96457167 7.40181823 471.79998779296875 5.0,8.96457167,7.40181823,471.799987793,5,2016-08-02,2016-08-02T19:41:41,2016-08-02
amac,garki,cbn_quaters,urban,community_head,n/a,male,47,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,16_to_20,n/a,fully_tarred,True,False,False,False,yes,n/a,13_to_18,food_preservation,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,yes,False,False,True,False,False,False,no,True,True,False,n/a,yes,False,True,False,True,False,False,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,True,False,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,False,True,Do Not Know,no,n/a,no,n/a,yes,False,False,True,False,False,n/a,men_and_women,public_primary,n/a,9.024385 7.481464999999999 512.7 4.6,9.024385,7.481465,512.7,4.6,2016-08-02,2016-08-02T20:16:21,2016-08-02
amac,gwarinpa,utako_village,rural,women_leader,n/a,female,45,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,fully_tarred,True,False,False,False,yes,n/a,13_to_18,social_life,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,no,False,False,True,False,True,False,no,True,True,False,n/a,yes,True,True,True,True,False,True,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,True,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,yes,no,yes,Establishment of the primary school,True,False,False,False,True,False,False,n/a,yes,Establishment of the primary school,no,n/a,yes,False,True,False,False,False,n/a,men_and_women,primary_health,n/a,9.069201666666666 7.445708333333332 438.0 5.0,9.0692016667,7.4457083333,438,5,2016-08-02,2016-08-02T20:17:09,2016-08-02
amac,wuse,wuse_zone_6,urban,youth_leader,n/a,male,25,single,student,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,16_to_20,n/a,fully_tarred,True,False,False,False,yes,n/a,13_to_18,food_preservation,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,yes,True,False,True,False,True,False,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,False,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,yes,yes,no,n/a,True,True,False,False,True,False,False,n/a,no,n/a,yes,13_to_24,yes,False,True,False,False,False,n/a,men_and_women,other,Sport facility,9.069193333333335 7.453613333333334 491.7 5.0,9.0691933333,7.4536133333,491.7,5,2016-08-02,2016-08-02T20:17:49,2016-08-02
amac,garki,cbn_quaters,urban,ordinary_member,n/a,female,40,married,civil_service,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,11_to_15,n/a,fully_tarred,True,False,False,False,yes,n/a,13_to_18,food_preservation,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,yes,False,False,True,False,False,False,no,True,False,False,n/a,yes,False,False,False,True,False,False,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,False,False,False,False,True,True,False,n/a,yes,True,True,False,False,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,yes,don_t_know,n/a,False,False,False,True,True,False,False,n/a,no,n/a,no,n/a,yes,False,True,False,False,False,n/a,men_and_women,public_primary,n/a,9.024369415370034 7.481461846937843 516.022872276835 6.0,9.0243694154,7.4814618469,516.0228722768,6,2016-08-02,2016-08-02T20:21:46,2016-08-02
amac,gwarinpa,utako,rural,community_head,n/a,male,56,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,fully_tarred,True,False,False,False,yes,n/a,13_to_18,social_life,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,no,False,False,True,False,False,False,no,True,True,False,n/a,yes,True,False,True,True,False,True,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,True,False,False,True,True,True,False,n/a,yes,True,True,True,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,yes,no,yes,Primary school,True,True,False,False,True,False,False,n/a,yes,Primary school,yes,36_or_more,yes,True,False,False,False,False,n/a,men_and_women,primary_health,n/a,9.069829279402214 7.444670942411028 443.1014087045416 48.0,9.0698292794,7.4446709424,443.1014087045,48,2016-08-02,2016-08-02T20:22:05,2016-08-02
amac,wuse,wuse_zone_6,urban,ordinary_member,n/a,female,27,married,civil_service,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,26_to_30,n/a,fully_tarred,True,False,False,False,yes,n/a,13_to_18,food_preservation,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,yes,True,True,True,False,False,False,yes,n/a,n/a,n/a,n/a,yes,True,False,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,True,False,False,True,True,True,False,n/a,yes,True,True,False,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,yes,yes,no,n/a,True,True,False,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,yes,True,False,False,False,False,n/a,men_and_women,power,n/a,9.06924754400921 7.45351810301581 495.16135865433506 6.0,9.069247544,7.453518103,495.1613586543,6,2016-08-02,2016-08-02T20:22:25,2016-08-02
amac,kabusa,newlugbe_market,urban,community_head,n/a,male,46,married,other,market manager,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,16_to_20,n/a,under_construction,False,True,False,False,yes,n/a,24,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,under_construction,False,False,False,True,False,False,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,yes,private_sector,n/a,n/a,n/a,n/a,n/a,True,True,False,True,True,True,True,False,n/a,yes,False,True,True,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,yes,yes,yes,"Drainage, police station, road network",True,True,False,False,True,True,False,n/a,yes,Bolehole,yes,1_to_6,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,primary_health,n/a,8.9692143 7.3562135 0.0 3000.0,8.9692143,7.3562135,0,3000,2016-08-02,2016-08-02T20:38:52,2016-08-02
amac,gui,nuwarege,rural,community_head,n/a,male,40,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,yes,n/a,7_to_12,household_management,no,False,True,True,True,True,high_incidence_diseases,n/a,yes,False,False,False,False,True,False,yes,n/a,n/a,n/a,n/a,yes,True,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,False,True,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,True,False,yes,strong,yes,strong,yes,strong,yes,strong,yes,weak,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,True,False,n/a,no,n/a,no,n/a,yes,True,False,False,False,False,n/a,men_and_women,water,n/a,8.9507764 7.2657915 0.0 2799.999,8.9507764,7.2657915,0,2799.999,2016-08-02,2016-08-02T20:39:01,2016-08-02
amac,gui,toge,urban,ordinary_member,n/a,female,39,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,False,yes,n/a,1_to_6,household_management,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,under_construction,False,False,True,False,False,False,no,True,True,False,n/a,yes,True,True,True,True,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,False,False,n/a,False,False,False,True,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,yes,yes,Borehole,True,False,False,False,True,True,False,n/a,don_t_know,n/a,yes,1_to_6,yes,True,False,False,False,False,n/a,all_women,primary_health,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-02,2016-08-02T20:39:08,2016-08-02
amac,kabusa,aleyta,urban,ordinary_member,n/a,female,36,single,civil_service,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,household_management,yes,n/a,n/a,n/a,n/a,n/a,no_or_low_incidence_diseases,n/a,no,False,True,False,True,False,False,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,False,False,n/a,False,False,False,True,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,True,False,yes,strong,yes,strong,yes,strong,yes,strong,yes,weak,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,True,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,other,Stable power supply,n/a,n/a,n/a,n/a,n/a,2016-08-02,2016-08-02T20:39:19,2016-08-02
amac,kabusa,newlugbe_market,urban,ordinary_member,n/a,female,25,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,non_graded,False,True,False,False,yes,n/a,13_to_18,commercial_activities,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,under_construction,False,False,True,False,False,False,yes,n/a,n/a,n/a,n/a,yes,False,True,False,True,False,True,False,False,False,n/a,n/a,n/a,n/a,yes,government_private,n/a,n/a,n/a,n/a,n/a,True,True,False,True,True,True,True,False,n/a,yes,False,True,True,True,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,True,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,other,Road network,8.9709349 7.3558758 0.0 2799.999,8.9709349,7.3558758,0,2799.999,2016-08-02,2016-08-02T20:41:02,2016-08-02
amac,gui,nuwarege,rural,ordinary_member,n/a,female,36,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,non_graded,False,True,False,False,yes,n/a,7_to_12,household_management,no,True,True,True,True,False,lot_money_buying_water,n/a,yes,False,False,False,False,True,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,True,False,n/a,False,False,False,True,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,True,False,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,8.9611983 7.2587113 0.0 3000.0,8.9611983,7.2587113,0,3000,2016-08-02,2016-08-02T20:41:06,2016-08-02
amac,gui,toge,urban,youth_leader,n/a,male,36,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,6_to_10,n/a,non_graded,False,True,True,False,yes,n/a,none_of_the_above,household_management,yes,n/a,n/a,n/a,n/a,n/a,punctuality,n/a,no,False,False,False,True,False,False,yes,n/a,n/a,n/a,n/a,yes,True,True,True,False,False,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,False,False,n/a,False,False,False,True,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,True,False,n/a,yes,Bolehole,yes,1_to_6,yes,True,True,False,False,False,n/a,men_and_women,primary_health,n/a,8.9462005 7.2893976 0.0 3799.999,8.9462005,7.2893976,0,3799.999,2016-08-02,2016-08-02T20:41:08,2016-08-02
amac,kabusa,aleyta,urban,ordinary_member,n/a,male,25,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,non_graded,False,True,False,False,yes,n/a,1_to_6,household_management,no,False,True,False,True,True,lot_money_buying_water,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,False,False,False,True,True,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,True,False,False,yes,strong,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,True,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,other,"Road network, stable light",n/a,n/a,n/a,n/a,n/a,2016-08-02,2016-08-02T20:41:09,2016-08-02
amac,kabusa,ketti,rural,community_head,n/a,male,55,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,dilapidated,False,True,False,False,yes,n/a,1_to_6,commercial_activities,no,True,True,False,False,False,high_incidence_diseases,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,True,False,n/a,False,True,True,False,False,True,False,False,n/a,yes,True,True,False,True,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,no,n/a,yes,weak,yes,weak,no,n/a,no,n/a,n/a,no,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,yes,"electricity project,school",no,n/a,yes,True,False,False,False,False,n/a,more_men,other,Senior secondary school,8.928057088731617 7.395030229566435 462.38363334257156 20.0,8.9280570887,7.3950302296,462.3836333426,20,2016-08-02,2016-08-03T00:50:08,2016-08-03
amac,kabusa,ketti,rural,ordinary_member,n/a,female,28,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,1_to_5,n/a,dilapidated,False,False,True,False,yes,n/a,7_to_12,commercial_activities,no,True,False,False,False,False,high_incidence_diseases,n/a,yes,False,False,False,False,False,True,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,False,False,True,True,True,True,False,False,n/a,yes,True,False,False,False,False,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,weak,yes,weak,yes,weak,no,n/a,no,n/a,n/a,yes,no,don_t_know,n/a,False,False,True,False,False,False,True,Do Not Know,don_t_know,n/a,don_t_know,n/a,yes,False,False,False,False,True,Don't know,more_men,access_road,n/a,8.929674357990727 7.392645787373923 304.9372115544975 20.0,8.929674358,7.3926457874,304.9372115545,20,2016-08-02,2016-08-03T00:50:17,2016-08-03
amac,kabusa,lugbe_fha,urban,ordinary_member,n/a,female,45,married,civil_service,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,11_to_15,n/a,dilapidated,False,True,False,False,yes,n/a,7_to_12,food_preservation,no,True,True,False,False,False,lot_money_buying_water,n/a,yes,False,False,True,False,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,True,False,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,yes,don_t_know,n/a,True,True,False,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,8.98666791554555 7.368104799063948 446.94447940401733 15.0,8.9866679155,7.3681047991,446.944479404,15,2016-08-02,2016-08-03T00:50:34,2016-08-03
amac,kabusa,lugbe_fha,urban,ordinary_member,n/a,female,45,divorced,business,n/a,yes,False,False,False,False,True,False,n/a,migrated_here,6_to_10,n/a,fully_tarred,True,False,False,False,yes,n/a,13_to_18,commercial_activities,no,True,True,False,False,False,lot_money_buying_water,n/a,yes,False,False,True,True,False,True,yes,n/a,n/a,n/a,n/a,yes,True,True,True,True,True,True,False,False,False,n/a,n/a,n/a,n/a,yes,government,n/a,n/a,n/a,n/a,n/a,True,True,False,True,True,True,True,False,n/a,yes,True,True,True,False,True,False,n/a,n/a,n/a,n/a,n/a,yes,strong,yes,strong,yes,strong,yes,strong,no,n/a,no,n/a,n/a,don_t_know,yes,don_t_know,n/a,False,False,True,False,False,False,True,Do Not Know,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,water,n/a,8.983949267256323 7.3722288483566984 433.7416533716023 15.0,8.9839492673,7.3722288484,433.7416533716,15,2016-08-02,2016-08-03T00:50:49,2016-08-03
kuje,kabi,kabi_mangoro,rural,community_head,n/a,male,71,married,civil_service,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,food_preservation,no,False,False,True,False,False,long_distance_water_search,n/a,yes,False,False,False,True,True,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,True,True,False,False,n/a,False,False,True,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,n/a,no,no,no,n/a,False,True,True,False,True,False,False,n/a,no,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-02,2016-08-03T07:52:30,2016-08-03
kuje,kujekwa,bida,rural,community_head,n/a,male,53,married,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,True,True,no,none_of_the_above,n/a,food_preservation,no,False,False,True,True,True,high_incidence_diseases,n/a,under_construction,False,False,False,False,True,True,no,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,True,no,n/a,False,True,True,False,n/a,False,False,True,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,True,False,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,no,n/a,False,False,True,False,True,False,False,n/a,no,n/a,no,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-02,2016-08-03T07:53:28,2016-08-03
kuje,kabi,kabi_mangoro,rural,women_leader,n/a,female,43,married,unemployed,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,30_or_more,n/a,non_graded,False,True,False,False,no,none_of_the_above,n/a,household_management,no,False,False,True,False,True,long_distance_water_search,n/a,no,False,False,False,False,True,True,no,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,False,True,no,n/a,False,True,True,False,n/a,False,False,True,False,False,False,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,False,True,False,no,n/a,yes,weak,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-02,2016-08-03T07:54:17,2016-08-03
kuje,kujekwa,bida,rural,ordinary_member,n/a,female,33,single,business,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,migrated_here,11_to_15,n/a,non_graded,False,True,False,True,no,none_of_the_above,n/a,social_life,no,False,False,True,True,True,lot_money_buying_water,n/a,under_construction,False,False,False,True,True,True,no,True,False,False,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,True,False,False,n/a,False,False,True,False,False,True,True,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,False,True,False,False,no,n/a,yes,strong,no,n/a,yes,weak,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,True,False,False,n/a,don_t_know,n/a,don_t_know,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-02,2016-08-03T07:55:08,2016-08-03
kuje,kwaku,kwaku,rural,youth_leader,n/a,male,25,married,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,21_to_25,n/a,non_graded,False,True,False,True,no,all_of_the_above,n/a,commercial_activities,no,True,False,False,False,False,no_or_low_incidence_diseases,n/a,yes,False,True,False,False,False,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,True,Junior and Senior Secondary,n/a,n/a,n/a,no,n/a,False,False,False,True,Non,False,False,True,True,False,True,False,False,n/a,yes,False,False,False,False,False,True,Non,n/a,n/a,n/a,n/a,yes,strong,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,n/a,yes,no,no,n/a,False,True,False,False,False,True,False,n/a,don_t_know,n/a,yes,7_to_12,yes,False,True,False,False,False,n/a,men_and_women,access_road,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-03,2016-08-03T09:09:54,2016-08-03
kuje,kwaku,kwaku,rural,ordinary_member,n/a,female,21,single,farming,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,born_here,21_to_25,n/a,non_graded,False,True,True,True,no,generators,n/a,social_life,no,True,False,False,False,False,no_or_low_incidence_diseases,n/a,yes,False,True,False,False,False,False,yes,n/a,n/a,n/a,n/a,yes,False,False,True,False,True,False,False,False,False,n/a,n/a,n/a,n/a,no,n/a,False,False,False,True,Nil,False,False,True,True,False,True,False,False,n/a,no,n/a,n/a,n/a,n/a,n/a,n/a,n/a,True,False,False,False,yes,strong,no,n/a,no,n/a,no,n/a,no,n/a,no,n/a,n/a,don_t_know,no,don_t_know,n/a,False,False,True,False,False,False,True,Not aware,don_t_know,n/a,don_t_know,n/a,yes,False,True,False,False,False,n/a,men_and_women,power,n/a,n/a,n/a,n/a,n/a,n/a,2016-08-03,2016-08-03T09:09:56,2016-08-03
